SessionID;CustomerID;SessionDurationMinutes;NumberOfPagesVisited;ItemsAddedToCart;ItemsRemovedFromCart;DeviceUsed
23426;7750;8.87;9;4;0;Tablet
23427;981;25.79;18;0;0;Mobile
23428;6779;7.08;11;0;0;Desktop
23429;3480;7.47;4;3;0;Desktop
23430;1682;1.68;2;0;0;Mobile
23431;6533;5.75;4;0;0;Tablet
23432;3259;30.66;24;2;1;Tablet
23433;12119;35.80;19;0;0;Tablet
23434;5218;17.06;25;4;0;Tablet
23435;1074;22.76;20;2;0;Desktop
23436;8865;8.15;6;0;0;Desktop
23437;7932;0.85;1;2;0;Tablet
23438;8819;19.33;13;0;0;Tablet
23439;2515;23.47;20;4;0;Desktop
23440;2304;27.66;14;0;0;Mobile
23441;1432;6.24;11;3;0;Mobile
23442;4352;11.41;10;4;0;Mobile
23443;12173;41.89;25;1;0;Desktop
23444;1031;35.53;20;1;0;Mobile
23445;8484;24.14;17;2;0;Tablet
23446;3530;5.60;3;4;0;Desktop
23447;2776;20.84;21;2;0;Mobile
23448;4751;1.52;1;0;0;Desktop
23449;12249;23.04;12;0;0;Mobile
23450;5377;45.74;24;2;1;Mobile
23451;5155;18.01;16;0;0;Mobile
23452;3673;45.62;23;0;0;Desktop
23453;1900;12.27;10;0;0;Tablet
23454;5600;13.41;25;3;0;Tablet
23455;11483;4.85;4;3;0;Tablet
23456;5085;40.57;21;3;0;Tablet
23457;3586;17.38;14;2;0;Mobile
23458;10499;28.18;19;3;0;Mobile
23459;10370;30.87;24;2;0;Tablet
23460;4721;13.33;21;1;0;Tablet
23461;12179;13.82;16;0;0;Tablet
23462;867;5.32;5;3;1;Tablet
23463;4382;14.15;21;3;0;Tablet
23464;5152;45.41;23;1;0;Mobile
23465;7236;8.33;8;0;0;Mobile
23466;9346;13.88;20;4;0;Mobile
23467;9365;3.62;2;4;0;Tablet
23468;5920;22.87;18;2;0;Desktop
23469;9927;12.65;20;3;0;Desktop
23470;5274;13.71;21;2;1;Mobile
23471;7971;37.36;22;1;0;Mobile
23472;281;3.51;3;0;0;Tablet
23473;472;4.17;5;0;0;Tablet
23474;1757;10.62;6;3;0;Desktop
23475;9541;7.44;12;0;0;Desktop
23476;10249;1.62;1;2;1;Desktop
23477;10686;41.35;24;4;0;Tablet
23478;11368;13.96;10;2;0;Mobile
23479;11154;13.85;15;1;0;Mobile
23480;8921;27.08;15;0;0;Desktop
23481;7779;11.79;7;2;0;Mobile
23482;223;17.14;20;4;0;Mobile
23483;4200;2.19;3;0;0;Mobile
23484;8111;19.77;22;4;0;Desktop
23485;3517;8.13;5;2;0;Tablet
23486;1041;7.88;7;0;0;Desktop
23487;8946;11.79;10;3;0;Desktop
23488;7616;12.17;16;3;0;Desktop
23489;595;15.68;13;1;0;Desktop
23490;8297;22.77;12;0;0;Tablet
23491;2958;9.68;18;0;0;Tablet
23492;7966;23.84;18;4;0;Tablet
23493;8991;38.90;20;4;0;Mobile
23494;3390;16.38;23;0;0;Tablet
23495;6719;10.50;7;3;1;Tablet
23496;10847;5.73;11;0;0;Desktop
23497;6017;16.54;25;3;0;Mobile
23498;1823;0.75;1;3;0;Tablet
23499;2382;5.52;3;1;0;Tablet
23500;11749;17.47;15;0;0;Tablet
23501;6345;5.51;10;3;0;Mobile
23502;7100;2.17;2;4;0;Mobile
23503;10126;25.79;25;0;0;Desktop
23504;5350;11.96;10;4;2;Mobile
23505;11769;12.48;14;0;0;Tablet
23506;264;37.67;19;1;0;Mobile
23507;12370;16.24;15;0;0;Tablet
23508;4738;0.80;1;4;0;Tablet
23509;3100;15.07;19;1;0;Mobile
23510;2522;21.56;16;1;0;Mobile
23511;5917;21.23;24;0;0;Tablet
23512;2759;7.86;12;2;0;Tablet
23513;32;3.35;5;2;0;Desktop
23514;5660;21.37;13;1;0;Mobile
23515;3883;2.75;2;0;0;Tablet
23516;11790;3.31;2;4;0;Mobile
23517;4787;28.26;18;0;0;Mobile
23518;9460;5.32;8;0;0;Desktop
23519;3816;33.72;21;0;0;Mobile
23520;9324;7.28;8;2;0;Tablet
23521;10753;1.20;2;1;0;Tablet
23522;9244;36.98;23;0;0;Mobile
23523;4114;1.83;1;0;0;Tablet
23524;9880;11.41;14;1;0;Tablet
23525;8552;8.87;13;4;0;Mobile
23526;4987;23.20;25;0;0;Tablet
23527;6772;7.42;4;0;0;Desktop
23528;11092;10.46;6;2;0;Tablet
23529;6796;20.67;12;2;0;Mobile
23530;1012;3.43;3;0;0;Desktop
23531;11;29.16;19;2;0;Tablet
23532;12285;13.18;16;0;0;Desktop
23533;5449;34.47;22;4;2;Mobile
23534;9966;17.00;10;2;1;Desktop
23535;4122;14.66;21;0;0;Desktop
23536;3424;28.94;19;0;0;Tablet
23537;4551;26.28;17;0;0;Tablet
23538;12051;25.99;14;2;0;Tablet
23539;11480;12.85;8;1;0;Tablet
23540;3409;6.93;4;4;0;Mobile
23541;6925;8.00;13;4;0;Desktop
23542;8575;39.34;20;3;0;Tablet
23543;11755;31.24;19;4;0;Desktop
23544;8435;18.07;16;0;0;Desktop
23545;8176;20.28;16;4;0;Mobile
23546;6825;15.09;16;3;0;Mobile
23547;7217;24.66;22;1;0;Mobile
23548;6928;5.39;9;2;0;Tablet
23549;7379;7.15;8;0;0;Mobile
23550;4969;3.42;2;0;0;Mobile
23551;3023;20.32;23;3;1;Tablet
23552;7523;22.95;16;0;0;Tablet
23553;4360;15.41;23;2;0;Tablet
23554;7603;35.60;20;1;0;Desktop
23555;10882;30.98;22;4;2;Desktop
23556;998;5.38;7;0;0;Tablet
23557;8457;30.53;23;0;0;Desktop
23558;7334;14.31;8;0;0;Mobile
23559;8476;7.25;5;0;0;Mobile
23560;2298;24.10;19;0;0;Mobile
23561;10407;20.23;17;1;0;Mobile
23562;501;16.88;20;0;0;Mobile
23563;531;21.50;11;0;0;Mobile
23564;4558;2.52;3;0;0;Desktop
23565;11567;22.12;23;3;0;Desktop
23566;20;3.61;4;3;0;Tablet
23567;425;14.93;23;1;0;Desktop
23568;3544;18.27;17;4;0;Tablet
23569;4794;1.70;1;4;0;Desktop
23570;8555;1.49;1;0;0;Desktop
23571;7590;25.60;16;0;0;Tablet
23572;5934;5.51;3;0;0;Tablet
23573;1818;8.11;13;0;0;Desktop
23574;1574;1.56;3;1;0;Tablet
23575;1681;30.69;17;2;0;Desktop
23576;7581;15.73;16;0;0;Mobile
23577;3635;9.90;12;4;0;Desktop
23578;4910;10.62;6;0;0;Mobile
23579;8020;15.39;9;0;0;Mobile
23580;4899;11.74;6;2;0;Desktop
23581;5743;6.04;12;4;0;Desktop
23582;2604;14.94;22;1;0;Mobile
23583;4279;3.71;2;0;0;Mobile
23584;5095;12.09;14;2;0;Mobile
23585;7225;12.26;8;3;1;Tablet
23586;1106;21.76;23;1;0;Tablet
23587;5962;25.01;19;0;0;Tablet
23588;10272;23.19;19;0;0;Mobile
23589;5603;1.73;1;0;0;Desktop
23590;6129;8.61;14;0;0;Tablet
23591;11526;3.62;7;2;0;Mobile
23592;8828;8.01;7;0;0;Desktop
23593;5482;30.38;22;0;0;Desktop
23594;10960;7.74;14;1;0;Tablet
23595;1869;10.69;19;0;0;Tablet
23596;9339;13.02;18;1;0;Tablet
23597;5543;9.03;10;4;0;Tablet
23598;5292;9.53;17;3;0;Desktop
23599;10352;1.54;2;3;0;Desktop
23600;11667;23.73;17;0;0;Mobile
23601;2425;10.87;8;0;0;Mobile
23602;7340;26.22;16;3;0;Tablet
23603;4664;23.51;21;0;0;Mobile
23604;1506;23.22;21;0;0;Mobile
23605;2781;26.32;23;0;0;Tablet
23606;8152;12.80;21;0;0;Mobile
23607;9419;11.67;6;2;1;Desktop
23608;9146;14.82;21;2;0;Desktop
23609;4804;9.64;12;4;0;Desktop
23610;11256;18.67;14;0;0;Desktop
23611;3023;8.71;6;0;0;Desktop
23612;5024;17.38;9;4;1;Desktop
23613;474;23.59;12;0;0;Desktop
23614;6144;3.66;2;0;0;Mobile
23615;6483;15.20;25;4;0;Mobile
23616;5569;2.33;2;2;0;Desktop
23617;1400;12.22;20;0;0;Desktop
23618;10183;26.87;14;3;0;Desktop
23619;5415;28.48;18;4;0;Desktop
23620;10625;15.35;20;0;0;Mobile
23621;11906;8.53;5;2;0;Tablet
23622;4398;4.11;3;0;0;Tablet
23623;5233;21.33;12;0;0;Tablet
23624;8889;2.30;3;0;0;Mobile
23625;7612;9.14;5;0;0;Tablet
23626;509;16.69;12;0;0;Desktop
23627;1571;21.62;16;3;0;Tablet
23628;941;12.06;12;0;0;Desktop
23629;1937;23.19;13;4;0;Mobile
23630;2505;29.18;22;2;0;Desktop
23631;9777;6.08;4;0;0;Desktop
23632;5981;0.76;1;0;0;Desktop
23633;3125;39.94;20;0;0;Mobile
23634;4876;16.33;14;4;0;Tablet
23635;1387;23.84;24;2;1;Mobile
23636;6880;31.89;20;0;0;Tablet
23637;7049;17.99;21;4;3;Mobile
23638;8142;1.76;1;0;0;Tablet
23639;2920;7.41;7;4;0;Desktop
23640;3226;8.00;9;1;0;Desktop
23641;844;12.24;7;3;0;Desktop
23642;7454;3.25;6;3;2;Tablet
23643;2323;24.00;21;0;0;Desktop
23644;9173;41.25;21;2;0;Tablet
23645;9148;15.02;21;0;0;Desktop
23646;11670;7.87;5;0;0;Tablet
23647;11687;20.71;15;2;0;Desktop
23648;10542;1.05;1;1;0;Tablet
23649;7879;15.58;19;0;0;Mobile
23650;7611;17.25;14;0;0;Mobile
23651;6106;33.65;21;0;0;Mobile
23652;11345;10.94;20;2;1;Desktop
23653;10758;4.74;9;1;0;Desktop
23654;2609;28.21;19;2;0;Tablet
23655;10105;9.55;5;0;0;Desktop
23656;2852;9.12;17;0;0;Desktop
23657;8924;34.02;22;1;0;Tablet
23658;8784;28.55;23;0;0;Mobile
23659;6190;25.62;24;4;0;Tablet
23660;6627;18.84;10;0;0;Mobile
23661;1293;33.92;20;1;0;Tablet
23662;1055;13.01;13;0;0;Tablet
23663;11180;34.29;18;2;0;Tablet
23664;12293;10.57;15;4;0;Desktop
23665;6784;23.90;17;0;0;Mobile
23666;5016;7.05;4;3;0;Desktop
23667;10591;15.56;8;0;0;Desktop
23668;8178;6.33;4;0;0;Tablet
23669;9513;11.38;10;4;0;Tablet
23670;11015;20.87;19;1;0;Desktop
23671;10900;7.26;4;0;0;Desktop
23672;2732;13.55;17;1;0;Mobile
23673;10919;3.96;6;0;0;Mobile
23674;11278;11.81;20;0;0;Desktop
23675;3823;5.52;3;0;0;Mobile
23676;3739;16.66;11;2;0;Desktop
23677;1039;28.53;23;0;0;Mobile
23678;1384;19.08;13;4;0;Desktop
23679;96;9.52;19;0;0;Tablet
23680;907;15.75;8;3;0;Desktop
23681;10992;12.49;9;1;0;Desktop
23682;6105;1.58;3;2;0;Tablet
23683;10482;9.79;5;0;0;Tablet
23684;6831;39.85;21;4;0;Desktop
23685;5200;11.66;21;2;0;Tablet
23686;1966;0.60;1;0;0;Desktop
23687;4866;12.01;11;3;2;Mobile
23688;452;5.05;9;0;0;Mobile
23689;205;3.71;4;0;0;Mobile
23690;10992;9.48;6;0;0;Mobile
23691;9634;7.49;9;0;0;Mobile
23692;3794;4.33;4;2;1;Tablet
23693;6743;7.40;4;3;0;Mobile
23694;8675;29.61;23;0;0;Tablet
23695;419;12.34;10;4;0;Mobile
23696;7543;28.18;16;3;0;Tablet
23697;8065;27.48;22;4;2;Mobile
23698;12486;33.50;18;4;0;Tablet
23699;149;1.33;2;1;0;Mobile
23700;12325;39.83;24;0;0;Desktop
23701;10041;1.22;2;0;0;Mobile
23702;10079;12.66;25;2;0;Desktop
23703;302;15.20;15;0;0;Tablet
23704;2964;2.52;2;1;0;Mobile
23705;1752;1.75;2;0;0;Desktop
23706;5358;13.66;18;1;0;Desktop
23707;7080;13.24;17;2;0;Tablet
23708;10495;10.41;8;1;0;Desktop
23709;3073;29.48;23;2;1;Desktop
23710;861;14.18;19;0;0;Desktop
23711;11212;7.59;6;4;0;Tablet
23712;8660;0.51;1;2;1;Mobile
23713;1690;27.77;22;4;0;Mobile
23714;7945;23.00;13;0;0;Tablet
23715;6938;16.31;17;0;0;Mobile
23716;1759;26.25;16;0;0;Tablet
23717;3638;16.76;13;0;0;Tablet
23718;297;6.82;9;4;0;Mobile
23719;11870;23.85;12;3;0;Tablet
23720;30;11.02;12;0;0;Desktop
23721;11488;43.03;24;0;0;Desktop
23722;5216;5.62;7;2;0;Desktop
23723;2899;1.63;2;0;0;Mobile
23724;974;19.89;24;4;0;Desktop
23725;9993;29.34;16;0;0;Mobile
23726;9866;29.08;20;0;0;Desktop
23727;1298;15.65;8;0;0;Mobile
23728;11744;3.28;2;3;0;Desktop
23729;3560;15.84;8;3;2;Mobile
23730;7932;19.69;18;3;2;Mobile
23731;3976;11.63;12;4;0;Tablet
23732;9642;1.88;1;0;0;Tablet
23733;11446;20.72;23;0;0;Tablet
23734;11952;29.11;23;0;0;Tablet
23735;9758;8.61;6;4;0;Mobile
23736;9888;22.91;18;2;0;Mobile
23737;3246;11.23;7;0;0;Desktop
23738;8499;2.04;2;2;0;Mobile
23739;10246;13.01;8;2;0;Tablet
23740;1715;28.22;17;0;0;Tablet
23741;140;21.82;22;0;0;Tablet
23742;10430;1.73;1;2;0;Mobile
23743;3838;24.06;22;1;0;Desktop
23744;1312;13.61;14;0;0;Tablet
23745;8566;9.18;5;0;0;Desktop
23746;3173;41.00;25;4;0;Tablet
23747;9149;11.99;23;1;0;Tablet
23748;10908;29.33;23;0;0;Desktop
23749;4725;17.14;25;0;0;Mobile
23750;10310;5.61;4;0;0;Mobile
23751;6875;16.44;20;2;1;Tablet
23752;7196;9.52;12;1;0;Tablet
23753;4944;4.56;5;0;0;Mobile
23754;1756;11.00;6;1;0;Tablet
23755;5405;18.24;19;4;0;Mobile
23756;2266;13.74;18;1;0;Desktop
23757;12245;23.43;20;4;3;Tablet
23758;615;11.89;15;0;0;Mobile
23759;2387;16.72;9;4;0;Desktop
23760;9972;9.41;12;3;0;Mobile
23761;11406;17.40;14;0;0;Mobile
23762;3161;37.86;19;4;0;Tablet
23763;6485;8.07;9;0;0;Desktop
23764;6168;6.23;6;0;0;Desktop
23765;2790;26.75;15;2;0;Tablet
23766;5010;22.61;13;0;0;Desktop
23767;10513;37.05;22;0;0;Mobile
23768;8313;6.94;7;0;0;Mobile
23769;9791;4.69;6;3;0;Mobile
23770;11880;14.11;14;3;0;Mobile
23771;11025;19.44;24;4;3;Mobile
23772;9364;1.75;1;3;0;Desktop
23773;11877;1.20;2;0;0;Mobile
23774;7536;7.26;5;2;0;Tablet
23775;1715;10.70;9;3;0;Desktop
23776;1925;26.84;20;3;1;Mobile
23777;10531;5.90;9;0;0;Mobile
23778;10135;30.99;16;1;0;Desktop
23779;12059;30.69;18;1;0;Tablet
23780;7815;37.50;23;4;0;Tablet
23781;7420;6.23;8;3;0;Tablet
23782;7413;21.32;11;4;0;Tablet
23783;2046;8.75;7;0;0;Tablet
23784;565;9.48;15;0;0;Tablet
23785;2323;25.46;16;3;0;Tablet
23786;2885;42.35;22;0;0;Desktop
23787;1981;8.54;7;1;0;Desktop
23788;10015;2.84;2;0;0;Desktop
23789;11751;18.70;17;1;0;Mobile
23790;9685;7.13;4;3;0;Mobile
23791;381;22.04;23;2;0;Tablet
23792;4157;10.86;6;2;0;Desktop
23793;11534;18.53;25;0;0;Desktop
23794;9629;25.70;21;3;0;Desktop
23795;4389;5.90;6;0;0;Mobile
23796;9036;31.53;16;3;0;Mobile
23797;3642;9.05;6;1;0;Tablet
23798;1739;30.95;22;1;0;Mobile
23799;6835;36.63;19;0;0;Mobile
23800;7412;25.13;24;2;0;Desktop
23801;1672;22.33;20;0;0;Desktop
23802;4878;5.26;3;0;0;Tablet
23803;2812;40.73;24;3;1;Tablet
23804;10631;32.12;24;4;0;Desktop
23805;56;42.19;25;2;0;Mobile
23806;8737;7.96;15;0;0;Mobile
23807;1335;23.32;25;0;0;Mobile
23808;3573;25.81;16;1;0;Desktop
23809;1807;20.64;14;1;0;Tablet
23810;7261;13.14;8;0;0;Desktop
23811;9106;23.40;14;2;0;Desktop
23812;5199;37.21;21;3;0;Mobile
23813;6277;46.06;25;2;0;Mobile
23814;7564;9.89;17;0;0;Tablet
23815;8206;1.92;1;0;0;Tablet
23816;6965;12.46;8;1;0;Mobile
23817;7816;16.71;24;3;0;Tablet
23818;6102;11.56;7;0;0;Mobile
23819;12151;13.86;10;0;0;Mobile
23820;8529;1.40;1;4;0;Tablet
23821;11106;1.47;2;3;0;Tablet
23822;11687;25.14;14;3;0;Tablet
23823;2788;10.26;16;4;0;Desktop
23824;3568;3.84;2;0;0;Desktop
23825;7132;5.01;4;0;0;Desktop
23826;12231;25.69;15;2;0;Desktop
23827;8363;3.81;6;1;0;Tablet
23828;7332;3.06;5;4;0;Mobile
23829;11121;3.51;2;4;0;Desktop
23830;3510;5.49;9;0;0;Tablet
23831;12060;26.41;22;0;0;Tablet
23832;4976;6.74;7;0;0;Desktop
23833;12412;8.26;5;0;0;Desktop
23834;4389;9.18;7;3;0;Tablet
23835;12076;19.75;20;4;0;Tablet
23836;9766;5.43;7;0;0;Mobile
23837;8167;35.22;19;0;0;Tablet
23838;4794;6.49;4;0;0;Desktop
23839;12142;12.92;13;0;0;Desktop
23840;421;31.85;24;1;0;Mobile
23841;9323;3.95;7;0;0;Mobile
23842;11798;10.25;10;3;0;Mobile
23843;12104;23.79;17;4;0;Mobile
23844;12372;7.54;5;0;0;Tablet
23845;9145;4.33;8;4;2;Tablet
23846;5484;45.06;25;0;0;Mobile
23847;7101;23.42;15;4;0;Desktop
23848;6383;11.12;17;3;0;Mobile
23849;637;12.35;19;4;0;Mobile
23850;12344;7.75;7;1;0;Mobile
23851;10282;14.06;12;0;0;Desktop
23852;7730;20.29;15;0;0;Desktop
23853;3952;3.46;2;0;0;Mobile
23854;11317;9.99;6;0;0;Mobile
23855;8041;12.93;14;0;0;Desktop
23856;11775;41.74;21;3;0;Tablet
23857;9665;14.22;15;2;0;Mobile
23858;8814;4.02;8;1;0;Desktop
23859;10341;4.99;7;0;0;Tablet
23860;6336;12.75;14;3;1;Tablet
23861;11841;12.90;8;0;0;Desktop
23862;3787;2.41;4;1;0;Tablet
23863;12160;25.86;14;2;0;Tablet
23864;10668;15.80;21;0;0;Mobile
23865;11933;14.80;20;4;0;Tablet
23866;1599;34.69;24;0;0;Mobile
23867;641;16.49;24;0;0;Mobile
23868;579;0.93;1;4;0;Tablet
23869;9168;27.61;17;3;0;Desktop
23870;6001;34.98;20;3;0;Desktop
23871;8546;37.62;22;0;0;Mobile
23872;1697;5.81;5;0;0;Desktop
23873;12181;7.47;4;0;0;Mobile
23874;9317;12.33;15;0;0;Desktop
23875;4013;12.80;22;3;1;Desktop
23876;7187;2.34;4;1;0;Desktop
23877;9108;13.99;9;0;0;Mobile
23878;8510;34.50;25;0;0;Desktop
23879;2192;8.94;16;0;0;Mobile
23880;6172;29.58;17;2;0;Desktop
23881;11555;8.72;5;2;1;Mobile
23882;5554;4.40;7;4;1;Desktop
23883;8047;22.59;22;3;0;Desktop
23884;10943;10.42;19;3;2;Mobile
23885;909;24.53;15;0;0;Desktop
23886;12296;7.70;9;2;0;Desktop
23887;12103;20.67;20;0;0;Desktop
23888;2461;2.00;2;3;0;Mobile
23889;5651;38.48;24;3;0;Desktop
23890;793;46.36;24;0;0;Desktop
23891;3624;8.82;14;2;1;Mobile
23892;9780;20.15;12;1;0;Tablet
23893;8424;9.60;18;0;0;Mobile
23894;4127;36.32;25;0;0;Mobile
23895;5780;14.24;20;3;0;Tablet
23896;213;6.35;7;1;0;Tablet
23897;8680;13.18;20;4;0;Mobile
23898;8596;20.80;20;0;0;Tablet
23899;3376;6.73;5;0;0;Desktop
23900;11580;12.30;12;0;0;Mobile
23901;6438;20.61;14;3;0;Tablet
23902;3518;8.54;6;0;0;Desktop
23903;243;41.92;23;0;0;Desktop
23904;11912;14.78;11;0;0;Tablet
23905;5117;14.36;8;2;1;Mobile
23906;8481;10.81;7;4;2;Tablet
23907;960;14.61;17;0;0;Mobile
23908;8310;13.23;14;2;0;Tablet
23909;6536;17.61;11;0;0;Desktop
23910;2762;24.34;17;2;0;Desktop
23911;1178;15.92;12;1;0;Tablet
23912;3549;3.53;6;3;0;Mobile
23913;2957;24.96;17;3;2;Tablet
23914;890;25.16;22;0;0;Tablet
23915;3567;11.98;20;2;0;Desktop
23916;8872;26.74;22;0;0;Mobile
23917;5261;11.11;22;1;0;Desktop
23918;3549;6.93;8;1;0;Tablet
23919;5208;32.13;21;4;2;Desktop
23920;4993;0.88;1;0;0;Mobile
23921;7293;33.94;24;2;0;Desktop
23922;2505;11.36;14;0;0;Tablet
23923;388;35.60;23;0;0;Tablet
23924;4906;12.85;23;2;1;Desktop
23925;10598;31.61;19;0;0;Desktop
23926;900;5.51;3;1;0;Mobile
23927;10971;13.62;24;1;0;Tablet
23928;8192;38.24;21;0;0;Mobile
23929;11922;27.79;21;2;0;Desktop
23930;824;26.31;22;0;0;Mobile
23931;6568;4.12;6;0;0;Mobile
23932;3935;4.15;4;3;1;Tablet
23933;10752;24.10;24;4;0;Mobile
23934;2316;11.16;8;0;0;Tablet
23935;11536;25.43;19;4;0;Mobile
23936;1405;6.21;6;3;0;Mobile
23937;11819;20.00;11;1;0;Tablet
23938;9730;3.16;2;0;0;Desktop
23939;176;34.60;19;0;0;Desktop
23940;316;20.67;23;0;0;Tablet
23941;321;9.45;6;2;0;Desktop
23942;61;1.96;2;0;0;Tablet
23943;2262;3.18;4;1;0;Desktop
23944;5785;19.61;18;0;0;Tablet
23945;3850;16.47;22;4;0;Mobile
23946;10631;15.26;20;0;0;Mobile
23947;4558;19.80;24;0;0;Desktop
23948;9818;36.21;19;0;0;Mobile
23949;4871;34.19;18;0;0;Mobile
23950;1620;14.83;8;0;0;Desktop
23951;7241;11.78;15;0;0;Tablet
23952;7221;10.32;12;2;0;Mobile
23953;9128;36.20;24;3;0;Tablet
23954;4409;12.40;19;0;0;Mobile
23955;7721;21.50;12;4;0;Desktop
23956;482;18.31;18;2;0;Tablet
23957;5000;2.85;3;1;0;Desktop
23958;8347;6.13;5;3;0;Mobile
23959;6169;31.05;19;0;0;Tablet
23960;5326;27.30;15;2;0;Desktop
23961;1465;9.24;10;3;0;Desktop
23962;10071;17.23;9;1;0;Tablet
23963;7547;24.37;24;2;0;Mobile
23964;10520;1.78;1;0;0;Mobile
23965;7038;16.07;10;1;0;Mobile
23966;3613;2.39;3;0;0;Tablet
23967;1034;17.66;9;0;0;Tablet
23968;3141;1.28;1;0;0;Mobile
23969;4738;5.94;7;3;0;Desktop
23970;9523;2.95;5;3;2;Desktop
23971;12442;17.50;9;2;1;Desktop
23972;2755;3.19;3;0;0;Mobile
23973;659;16.83;10;0;0;Desktop
23974;1689;3.08;6;4;0;Desktop
23975;4618;4.16;5;1;0;Tablet
23976;6478;5.56;3;3;0;Desktop
23977;8086;37.54;21;4;0;Mobile
23978;4562;21.93;20;4;2;Desktop
23979;4983;27.19;18;0;0;Mobile
23980;8855;11.82;6;2;0;Desktop
23981;12034;7.37;10;4;0;Desktop
23982;8816;22.22;21;3;2;Tablet
23983;8492;15.40;20;0;0;Mobile
23984;11724;12.74;9;4;0;Desktop
23985;5332;2.96;4;4;0;Desktop
23986;7761;23.97;17;4;3;Mobile
23987;10490;11.29;8;0;0;Mobile
23988;1260;5.54;3;0;0;Mobile
23989;8815;7.96;6;0;0;Tablet
23990;4594;28.38;23;0;0;Tablet
23991;8170;3.53;4;0;0;Tablet
23992;12288;1.25;1;0;0;Mobile
23993;6591;4.67;7;0;0;Desktop
23994;7516;20.05;18;1;0;Tablet
23995;7582;2.01;4;1;0;Mobile
23996;9439;32.09;18;3;0;Mobile
23997;2899;34.96;22;3;0;Mobile
23998;9055;31.90;19;3;0;Desktop
23999;12425;6.24;11;3;1;Mobile
24000;5690;27.63;17;0;0;Mobile
24001;10904;4.37;3;0;0;Desktop
24002;9615;22.33;13;0;0;Tablet
24003;10940;3.02;2;0;0;Desktop
24004;3309;34.23;22;4;0;Tablet
24005;10212;10.03;14;0;0;Mobile
24006;7676;1.77;2;2;0;Tablet
24007;1291;18.40;13;0;0;Tablet
24008;745;20.60;13;4;3;Tablet
24009;5982;37.12;25;0;0;Mobile
24010;7472;4.38;5;0;0;Tablet
24011;4907;11.77;17;3;0;Tablet
24012;3386;5.67;8;2;0;Desktop
24013;4312;8.94;12;1;0;Desktop
24014;2083;3.73;6;0;0;Desktop
24015;9157;3.18;6;4;3;Desktop
24016;523;5.43;3;3;0;Tablet
24017;8227;35.80;18;4;0;Mobile
24018;4324;15.47;24;3;0;Mobile
24019;8660;7.64;15;4;0;Desktop
24020;7138;11.14;17;4;0;Tablet
24021;10746;29.65;16;1;0;Mobile
24022;10224;20.71;25;0;0;Mobile
24023;9842;27.27;15;0;0;Tablet
24024;8857;15.15;12;1;0;Mobile
24025;6624;3.45;2;4;3;Mobile
24026;2075;30.04;17;4;0;Desktop
24027;6711;28.22;22;0;0;Desktop
24028;2267;16.19;13;0;0;Mobile
24029;11810;16.38;20;2;0;Mobile
24030;5209;29.13;22;1;0;Desktop
24031;5377;28.34;19;0;0;Desktop
24032;1310;20.05;24;0;0;Desktop
24033;8037;17.26;9;1;0;Mobile
24034;8026;6.78;5;0;0;Tablet
24035;7529;12.59;18;0;0;Tablet
24036;1313;22.10;14;3;0;Mobile
24037;6519;23.32;23;4;0;Mobile
24038;10598;27.56;15;0;0;Mobile
24039;5778;12.33;17;0;0;Mobile
24040;852;37.92;22;4;0;Desktop
24041;10938;44.90;24;0;0;Desktop
24042;10968;27.62;25;2;0;Mobile
24043;6487;5.69;5;0;0;Mobile
24044;11505;21.12;22;4;0;Desktop
24045;3016;11.98;8;4;0;Desktop
24046;7224;26.43;21;1;0;Tablet
24047;12326;6.07;4;0;0;Mobile
24048;7558;17.37;9;1;0;Desktop
24049;7182;27.49;14;2;0;Tablet
24050;3212;42.96;25;0;0;Mobile
24051;10853;2.55;2;2;0;Tablet
24052;8798;14.56;23;2;0;Mobile
24053;9470;3.87;4;0;0;Tablet
24054;4158;26.79;25;4;0;Mobile
24055;6258;28.67;21;0;0;Tablet
24056;8715;11.97;11;3;0;Tablet
24057;5164;12.44;24;0;0;Mobile
24058;7786;19.48;19;1;0;Mobile
24059;12369;8.18;5;1;0;Desktop
24060;5109;38.00;24;0;0;Mobile
24061;8014;4.95;5;0;0;Desktop
24062;558;8.70;10;4;0;Mobile
24063;9364;13.63;7;2;0;Tablet
24064;9307;17.95;23;4;0;Desktop
24065;864;10.87;9;0;0;Mobile
24066;6794;25.13;17;4;0;Desktop
24067;3533;28.21;25;3;0;Desktop
24068;10735;9.05;14;0;0;Mobile
24069;5967;15.29;13;0;0;Desktop
24070;769;3.19;2;4;0;Mobile
24071;9113;20.92;22;2;0;Tablet
24072;4569;10.62;7;4;0;Tablet
24073;7244;12.79;12;1;0;Tablet
24074;3144;29.76;23;3;0;Desktop
24075;4676;18.87;13;4;0;Tablet
24076;9647;14.55;9;1;0;Mobile
24077;11662;9.26;15;0;0;Desktop
24078;66;3.24;2;4;0;Tablet
24079;3564;27.43;19;0;0;Mobile
24080;6353;5.41;3;0;0;Mobile
24081;9254;11.30;8;1;0;Mobile
24082;10042;7.97;10;3;0;Tablet
24083;12131;7.05;7;1;0;Tablet
24084;10142;7.03;11;0;0;Tablet
24085;6354;14.19;9;3;0;Desktop
24086;4857;28.27;15;0;0;Desktop
24087;1793;25.82;23;3;2;Desktop
24088;5856;21.59;19;2;0;Mobile
24089;9342;7.61;13;3;0;Desktop
24090;5022;11.81;22;3;0;Tablet
24091;8981;30.67;18;0;0;Desktop
